OBJECTID,Status,Address,YearBuilt,BuildingName,ArchitecturalStyle,DesignationPart,HeritageConservationDistrict,ByLaw,ShapeSTArea,ShapeSTLength
10578,Designated Heritage Property,59 Byron Ave E, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,449.15789514,116.379804802687
10579,Designated Heritage Property,61 Byron Ave E, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,449.72054314,116.506582469347
10580,Designated Heritage Property,63 Byron Ave E, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,749.12976178,128.821019594299
10581,Designated Heritage Property,55 Byron Ave E, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,477.87657866,117.351432606708
10582,Designated Heritage Property,53 Byron Ave E, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,614.1821353,134.256682186021
10583,Designated Heritage Property,51 Byron Ave E, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,280.0279632,79.4563218515414
10584,Designated Heritage Property,47-49/ Byron Ave E, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,891.91841712,134.003837706235
10585,Designated Heritage Property,45 Byron Ave E, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,461.86922814,116.179883438338
10586,Designated Heritage Property,36 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,236.07452912,67.5563555799944
10587,Designated Heritage Property,8 Cynthia St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,230.98564612,61.8544596362718
10588,Designated Heritage Property,12 Cynthia St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,224.09547762,61.1500178819432
10589,Designated Heritage Property,6 Cynthia St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,343.895719,74.189393263022
10590,Designated Heritage Property,41 Byron Ave E, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,534.39441792,95.2714493335834
10591,Designated Heritage Property,38 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,205.92695232,65.0334212505568
10592,Designated Heritage Property,46 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,888.77892112,133.661645031512
10593,Designated Heritage Property,56 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,464.5597036,115.831255714257
10594,Designated Heritage Property,54 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,420.733038,114.093937124132
10595,Designated Heritage Property,62 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,605.04181568,121.379107293243
10596,Designated Heritage Property,58 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,558.50836512,119.638254922486
10597,Designated Heritage Property,60 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,601.83378752,121.341738938919
10598,Designated Heritage Property,64 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,880.08763928,132.713609793914
10599,Designated Heritage Property,70 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,657.41517216,123.323866872745
10600,Designated Heritage Property,76 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,586.88401144,120.200223990363
10601,Designated Heritage Property,74 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,510.65617264,117.104675314198
10602,Designated Heritage Property,82 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,609.99133224,120.932347892524
10603,Designated Heritage Property,80 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,874.89328584,132.14598958343
10604,Designated Heritage Property,84 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,545.18765968,106.639908839409
10605,Designated Heritage Property,9 Cynthia St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,179.99899096,67.9698403230058
10606,Designated Heritage Property,13 Cynthia St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,377.0016757,101.049304194038
10607,Designated Heritage Property,7 Cynthia St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,208.8502216,70.0741900229098
10608,Designated Heritage Property,11 Cynthia St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,303.93856386,89.473101647768
10609,Designated Heritage Property,32 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,334.17061504,79.2146963780558
10610,Designated Heritage Property,30 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,432.91684304,97.4926291389631
10611,Designated Heritage Property,28 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,594.08399704,121.867741308049
10612,Designated Heritage Property,26 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,623.7375904,123.08469667001
10613,Designated Heritage Property,24 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,564.352744,120.648223839288
10614,Designated Heritage Property,37 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,295.18660848,82.8707392240868
10615,Designated Heritage Property,53 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,626.98075224,123.217677738561
10616,Designated Heritage Property,55 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,519.80063514,118.820382732197
10617,Designated Heritage Property,49 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,445.54493482,115.773709417376
10618,Designated Heritage Property,47 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,445.54251306,115.773709417499
10619,Designated Heritage Property,51 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,447.58152262,115.857372314863
10620,Designated Heritage Property,57 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,639.49744622,123.731228507492
10621,Designated Heritage Property,61 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,445.5424661,115.773709417457
10622,Designated Heritage Property,65 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,594.0608851,121.867056050362
10623,Designated Heritage Property,73 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,449.62406432,115.941123604298
10624,Designated Heritage Property,63 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,447.60222652,115.85816741776
10625,Designated Heritage Property,71 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,742.59031828,127.961109348155
10626,Designated Heritage Property,75 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,594.05777734,121.86696762862
10627,Designated Heritage Property,77 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,594.05826606,121.867056057217
10628,Designated Heritage Property,79 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,598.15611674,122.035265324707
10629,Designated Heritage Property,95 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,228.722116,70.683320862922
10630,Designated Heritage Property,97 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,475.24978982,116.992343384567
10631,Designated Heritage Property,105 Askin St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,445.54477082,115.77370941736
10632,Designated Heritage Property,145 Wortley Rd, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,560.20073814,114.40342195259
10633,Designated Heritage Property,143 Wortley Rd, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,415.54381298,99.9928208569041
10634,Designated Heritage Property,147 Wortley Rd, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,59.0522543,37.607956371572
10635,Designated Heritage Property,128 Bruce St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,426.90624096,115.15909981721
10636,Designated Heritage Property,130 Bruce St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,465.76389632,116.735268057304
10637,Designated Heritage Property,124 Bruce St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,842.69484856,134.256519873742
10638,Designated Heritage Property,195 Bruce St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,477.83550998,93.202117818233
10639,Designated Heritage Property,193 Bruce St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,455.01028298,91.7469426477431
10640,Designated Heritage Property,191/ Bruce St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,286.70231496,81.0159280066625
10641,Designated Heritage Property,189 Bruce St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,477.83346184,93.2022208623912
10642,Designated Heritage Property,191 Bruce St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,286.70349904,81.0159280034328
10643,Designated Heritage Property,187 Bruce St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,382.27706546,87.1097273391316
10644,Designated Heritage Property,81 Ridout St S, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,426.2750128,89.3661846520265
10645,Designated Heritage Property,83 Ridout St S, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,4109.45252696,256.479481829658
10646,Designated Heritage Property,154 Bruce St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,276.23924984,67.3314508708656
10647,Designated Heritage Property,146-148 Wortley Rd, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,1074.028094115,185.861417689625
10648,Designated Heritage Property,144 Wortley Rd, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,259.59312704,102.993108824474
10649,Designated Heritage Property,142 Wortley Rd, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,237.42644892,105.418474410529
10650,Designated Heritage Property,142a Wortley Rd, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,336.5892312,115.865837041049
10651,Designated Heritage Property,140 Wortley Rd, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,300.2993482,80.2481433828532
10652,Designated Heritage Property,138-138/ Wortley Rd, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,347.28218084,89.144395583946
10653,Designated Heritage Property,136a Wortley Rd, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,146.39413656,74.88811313557
10654,Designated Heritage Property,136 Wortley Rd, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,1056.98822314,180.510300771286
10655,Designated Heritage Property,60 Craig St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,477.58306512,104.892128971846
10656,Designated Heritage Property,56-58 Craig St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,1042.71866208,151.427903189638
10657,Designated Heritage Property,52 Craig St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,593.15430672,136.122452961884
10658,Designated Heritage Property,44 Craig St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,545.6591776,136.108975136911
10659,Designated Heritage Property,48 Craig St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,600.1412056,136.588187012498
10660,Designated Heritage Property,40 Craig St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,601.63279808,137.03997465745
10661,Designated Heritage Property,42 Craig St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,587.52560688,136.452982792537
10662,Designated Heritage Property,54 Craig St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,667.89485424,138.603666368346
10663,Designated Heritage Property,50 Craig St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,705.22042112,140.107975380365
10664,Designated Heritage Property,38 Craig St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,568.81864032,136.013001350486
10665,Designated Heritage Property,46 Craig St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,600.23973512,138.538087689584
10666,Designated Heritage Property,26 Craig St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,1177.78627944,157.362566514575
10667,Designated Heritage Property,20 Craig St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,1693.92857104,175.136678641328
10668,Designated Heritage Property,65 Ridout St S, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,371.13034944,85.2806726485025
10669,Designated Heritage Property,67 Ridout St S, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,488.74182192,93.0047635038539
10670,Designated Heritage Property,63 Ridout St S, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,430.8861136,91.9829721301243
10671,Designated Heritage Property,194 Bruce St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,504.26660784,107.070784738784
10672,Designated Heritage Property,190 Bruce St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,440.78304792,103.998826899113
10673,Designated Heritage Property,192 Bruce St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,415.60544048,102.780640200194
10674,Designated Heritage Property,186 Bruce St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,321.63387184,84.0885543330941
10675,Designated Heritage Property,188 Bruce St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,315.2794304,83.1360657092856
10676,Designated Heritage Property,186/ Bruce St, , , ,V,Wortley Village-Old South Heritage Conservation Distric,LSP3439321,319.87255056,83.4268927816389
