OBJECTID,Status,Address,YearBuilt,BuildingName,ArchitecturalStyle,DesignationPart,HeritageConservationDistrict,ByLaw,ShapeSTArea,ShapeSTLength
7846,Designated Heritage Property,785 Queens Ave, , , ,V,Old East Heritage Conservation District,LSP3383111,749.11724656,148.399441335726
7847,Designated Heritage Property,817 Queens Ave, , , ,V,Old East Heritage Conservation District,LSP3383111,936.28330248,164.461842487859
7848,Designated Heritage Property,430 English St, , , ,V,Old East Heritage Conservation District,LSP3383111,296.34323262,95.818416757382
7849,Designated Heritage Property,776 Queens Ave, , , ,V,Old East Heritage Conservation District,LSP3383111,561.1496602,104.186941173252
7850,Designated Heritage Property,472 Elizabeth St, , , ,V,Old East Heritage Conservation District,LSP3383111,369.50753854,107.569408944957
7851,Designated Heritage Property,426 Ontario St, , , ,V,Old East Heritage Conservation District,LSP3383111,228.79442492,82.0533695686471
7852,Designated Heritage Property,494 Elizabeth St, , , ,V,Old East Heritage Conservation District,LSP3383111,532.7071133,129.115202371566
7853,Designated Heritage Property,620 Dufferin Ave, , , ,V,Old East Heritage Conservation District,LSP3383111,245.7533131,77.100116191822
7854,Designated Heritage Property,815 Queens Ave, , , ,V,Old East Heritage Conservation District,LSP3383111,313.54066176,92.6388188379841
7855,Designated Heritage Property,465-467 Elizabeth St, , , ,V,Old East Heritage Conservation District,LSP3383111,347.53078352,76.1088183649676
7856,Designated Heritage Property,438-438/ English St, , , ,V,Old East Heritage Conservation District,LSP3383111,423.57103384,101.948352645233
7857,Designated Heritage Property,638-640/ Queens Ave, , , ,V,Old East Heritage Conservation District,LSP3383111,931.89722424,154.413451235368
7858,Designated Heritage Property,688-688A Queens Ave, , , ,V,Old East Heritage Conservation District,LSP3383111,526.82603016,123.691076451308
7859,Designated Heritage Property,711 Queens Ave, , , ,V,Old East Heritage Conservation District,LSP3383111,582.69120632,112.641044144581
7860,Designated Heritage Property,772-774 Queens Ave, , , ,V,Old East Heritage Conservation District,LSP3383111,415.3806824,96.29091422912
7861,Designated Heritage Property,648-650 Queens Ave, , , ,V,Old East Heritage Conservation District,LSP3383111,316.97473368,88.3085581503178
7862,Designated Heritage Property,706-712/ Queens Ave, , , ,V,Old East Heritage Conservation District,LSP3383111,730.5135781,117.676537107191
7863,Designated Heritage Property,479 English St, , , ,V,Old East Heritage Conservation District,LSP3383111,815.59014264,131.174210547109
7864,Designated Heritage Property,234 Hyman St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,324.28479636,80.8690786309113
7865,Designated Heritage Property,236b Hyman St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,240.78155704,98.7855469274843
7866,Designated Heritage Property,250 Hyman St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,350.470452,83.6498644091916
7867,Designated Heritage Property,246 Hyman St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,316.10596288,102.614725499642
7868,Designated Heritage Property,244 Hyman St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,638.2285228,117.148836053059
7869,Designated Heritage Property,236a Hyman St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,388.18407776,105.546048582105
7870,Designated Heritage Property,277 Hyman St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,114.7956192,44.9378264968505
7871,Designated Heritage Property,279 Hyman St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,178.02757784,53.590219640705
7872,Designated Heritage Property,291 Hyman St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,480.59532984,109.569875713411
7873,Designated Heritage Property,307 Hyman St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,480.40719184,109.539023078237
7874,Designated Heritage Property,293 Hyman St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,480.50742576,109.558453688281
7875,Designated Heritage Property,297 Hyman St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,480.48555736,109.550119238765
7876,Designated Heritage Property,332 Central Ave, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,465.23849008,108.909866459617
7877,Designated Heritage Property,328 Central Ave, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,415.47643296,106.639327956446
7878,Designated Heritage Property,330 Central Ave, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,400.72831144,105.967074877806
7879,Designated Heritage Property,322 Central Ave, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,437.38307328,107.638406288878
7880,Designated Heritage Property,324 Central Ave, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,638.31245536,116.803999356146
7881,Designated Heritage Property,320 Central Ave, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,839.27037824,125.971605513729
7882,Designated Heritage Property,302 Central Ave, , , ,IV And V,West Woodfield Heritage Conservation District,LSP3400254,638.31289944,116.803999357211
7883,Designated Heritage Property,304 Central Ave, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,638.31245536,116.803999356146
7884,Designated Heritage Property,310 Central Ave, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,638.33468208,116.805263318065
7885,Designated Heritage Property,340 Central Ave, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,98.35121184,43.3795242764298
7886,Designated Heritage Property,344-346 Central Ave, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,221.89852176,59.6002244592964
7887,Designated Heritage Property,350 Central Ave, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,284.743473565,67.8508661048259
7888,Designated Heritage Property,342 Central Ave, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,109.07758616,44.7879997596462
7889,Designated Heritage Property,311 Central Ave, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,1846.95342318,172.18032801826
7890,Designated Heritage Property,560-562 Wellington St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,2166.3241467,186.215707743089
7891,Designated Heritage Property,298/ Wolfe St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,253.11150484,100.011018930189
7892,Designated Heritage Property,575-579A Waterloo St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,685.25814296,125.835107024056
7893,Designated Heritage Property,321 Central Ave, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,324.10205224,78.0581166472898
7894,Designated Heritage Property,307 Central Ave, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,643.80642288,112.961415914191
7895,Designated Heritage Property,567 Waterloo St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,527.49864552,95.4834735485885
7896,Designated Heritage Property,449 Princess Ave, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,352.68471556,76.5693216747021
7897,Designated Heritage Property,451 Princess Ave, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,330.8119246,85.9157287517959
7898,Designated Heritage Property,518 Maitland St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,358.95343048,93.5477692924087
7899,Designated Heritage Property,516 Maitland St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,372.78398728,94.2636422838343
7900,Designated Heritage Property,514 Maitland St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,361.29826944,93.6138285449392
7901,Designated Heritage Property,373 Central Ave, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,488.30011528,112.76989801512
7902,Designated Heritage Property,563 Colborne St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,291.59522032,72.227565979662
7903,Designated Heritage Property,575 Colborne St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,502.367468,104.752502670856
7904,Designated Heritage Property,531 Colborne St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,102.05479258,40.5485895905342
7905,Designated Heritage Property,18-20 Hope St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,363.71866896,84.0642157291669
7906,Designated Heritage Property,7 Waverley Pl, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,464.31026682,91.4271373194425
7907,Designated Heritage Property,585 Colborne St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,232.04681712,60.9323328100888
7908,Designated Heritage Property,562 Waterloo St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,1552.3205118,205.501257123305
7909,Designated Heritage Property,4 Waverley Pl, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,595.79542244,118.739573529417
7910,Designated Heritage Property,583 Colborne St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,236.05241184,61.4582746791971
7911,Designated Heritage Property,5 Waverley Pl, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,568.1378262,117.609872763525
7912,Designated Heritage Property,28 Hope St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,266.12564618,77.9897238314735
7913,Designated Heritage Property,387 Central Ave, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,572.86756168,116.471043898286
7914,Designated Heritage Property,359 Central Ave, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,450.13654224,134.46778572988
7915,Designated Heritage Property,385 Central Ave, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,509.87582828,201.882616010199
7916,Designated Heritage Property,579 Colborne St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,435.65422984,101.377919148276
7917,Designated Heritage Property,6 Waverley Pl, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,193.07513872,56.059501358308
7918,Designated Heritage Property,351 Central Ave, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,97.74422678,40.2166115876221
7919,Designated Heritage Property,389 Central Ave, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,467.70562168,91.8348030072508
7920,Designated Heritage Property,585-584 Waterloo St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,449.26935058,98.1043247302977
7921,Designated Heritage Property,569 Colborne St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,302.69374376,94.7170939370498
7922,Designated Heritage Property,379 Central Ave, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,429.36218808,110.190758945508
7923,Designated Heritage Property,552 Waterloo St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,540.13567546,127.549885010496
7924,Designated Heritage Property,371 Central Ave, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,440.127864,105.018879778043
7925,Designated Heritage Property,32 Hope St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,245.93559026,76.7840860124421
7926,Designated Heritage Property,34 Hope St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,737.59774974,121.182268881711
7927,Designated Heritage Property,26 Hope St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,247.475984,76.6211203536392
7928,Designated Heritage Property,362 Princess Ave, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,613.13546942,157.0543803984
7929,Designated Heritage Property,1 Waverley Pl, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,1625.56285992,211.40501442385
7930,Designated Heritage Property,578 Colborne St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,693.47270782,121.514313724345
7931,Designated Heritage Property,79 Cartwright St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,439.34544176,110.184907220174
7932,Designated Heritage Property,75 Cartwright St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,366.67861176,106.985092313265
7933,Designated Heritage Property,101 Cartwright St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,684.96744856,121.001016824865
7934,Designated Heritage Property,556 Colborne St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,431.27122722,110.329429086058
7935,Designated Heritage Property,103 Cartwright St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,525.81390984,113.99282118903
7936,Designated Heritage Property,77 Cartwright St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,453.200886,110.795018955867
7937,Designated Heritage Property,93 Cartwright St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,685.92765976,121.043573896237
7938,Designated Heritage Property,550 Colborne St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,425.46968002,110.160843667288
7939,Designated Heritage Property,552 Colborne St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,425.23045156,110.107940726508
7940,Designated Heritage Property,566 Colborne St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,416.9493165,109.514542139721
7941,Designated Heritage Property,558 Colborne St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,431.02799326,110.275778144398
7942,Designated Heritage Property,544 Colborne St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,704.92249382,122.452563446863
7943,Designated Heritage Property,546 Colborne St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,459.28354912,111.681303124101
7944,Designated Heritage Property,73 Cartwright St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,380.54527592,107.59600131461
7945,Designated Heritage Property,568 Colborne St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,319.4782183,105.202272590816
7946,Designated Heritage Property,65 Cartwright St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,634.9767477,118.799471082674
7947,Designated Heritage Property,416 Princess Ave, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,356.28911856,84.4048662008512
7948,Designated Heritage Property,410 Princess Ave, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,281.73241312,79.4702681840914
7949,Designated Heritage Property,430 Princess Ave, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,587.99708952,121.71363517266
7950,Designated Heritage Property,572 Colborne St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,498.44187464,113.013888131747
7951,Designated Heritage Property,412 Princess Ave, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,251.02343744,77.4814099107625
7952,Designated Heritage Property,538 Colborne St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,239.19584866,62.1623378439672
7953,Designated Heritage Property,422 Princess Ave, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,328.16853192,82.5912421119925
7954,Designated Heritage Property,560 Colborne St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,445.3431311,110.858550740414
7955,Designated Heritage Property,564 Colborne St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,568.85928282,116.219883496644
7956,Designated Heritage Property,406 Princess Ave, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,280.70372318,67.0280058434988
7957,Designated Heritage Property,69 Cartwright St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,818.0818292,126.862396726156
7958,Designated Heritage Property,91 Cartwright St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,415.12249976,109.118519372327
7959,Designated Heritage Property,94-96 Cartwright St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,559.6006228,116.549330407216
7960,Designated Heritage Property,573 Maitland St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,544.25417288,115.58822404844
7961,Designated Heritage Property,86 Cartwright St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,653.79352724,120.631400864506
7962,Designated Heritage Property,575 Maitland St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,371.11359592,108.083026765465
7963,Designated Heritage Property,577 Maitland St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,374.7463724,108.266078921493
7964,Designated Heritage Property,92 Cartwright St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,641.48437408,120.097973606797
7965,Designated Heritage Property,628 Dufferin Ave, , , ,V,Old East Heritage Conservation District,LSP3383111,724.11629624,123.203402485193
7966,Designated Heritage Property,590 Dufferin Ave,1885c, , ,V,East Woodfield Heritage Conservation District,LSP317968,410.97859838,136.693839880694
7967,Designated Heritage Property,512 Dufferin Ave,1881, ,Italianate,V,East Woodfield Heritage Conservation District,LSP317968,735.64608576,158.067730184886
7968,Designated Heritage Property,"864-872/ Dundas St, 417 Ontario St", , , ,IV, ,LSP3453187,1020.5539776,129.879013861277
7969,Designated Heritage Property,580 Clarence St, ,Victoria Park, ,IV And V,Downtown Heritage Conservation District,LSP3311283,56883.81469424,1053.99621432286
7970,Designated Heritage Property,423 Ontario St, , , ,V,Old East Heritage Conservation District,LSP3383111,226.68038014,70.301844735104
7971,Designated Heritage Property,558 Waterloo St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,647.10287416,102.898534168365
7972,Designated Heritage Property,585 Waterloo St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,782.777074795,111.977183124118
7973,Designated Heritage Property,Easement, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,887.1207567,458.282003289599
7974,Designated Heritage Property,287 Hyman St,1896c, ,Queen Anne,V,West Woodfield Heritage Conservation District,LSP3400254,106.86822688,43.8547675403183
7975,Designated Heritage Property,Easement, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,813.4224978,416.088807710444
7976,Designated Heritage Property,463 English St, , , ,V,Old East Heritage Conservation District,LSP3383111,73.79233704,42.9341494642896
7977,Designated Heritage Property,Easement, , , ,V,Old East Heritage Conservation District,LSP3383111,143.49433736,92.0402766470561
7978,Designated Heritage Property,Easement, , , ,V,Old East Heritage Conservation District,LSP3383111,143.49533824,92.0392928205777
7979,Designated Heritage Property,483 English St, , , ,V,Old East Heritage Conservation District,LSP3383111,507.28342368,210.055218434475
7980,Designated Heritage Property,, , , ,V,Old East Heritage Conservation District,LSP3383111,41.75523296,30.1626047723875
7981,Designated Heritage Property,Easement, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,142.14102512,99.3703427478708
7982,Designated Heritage Property,578 Colborne St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,158.30143742,101.953255080137
7983,Designated Heritage Property,572 Colborne St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,111.02244874,95.9734754789836
7984,Designated Heritage Property,Easement, , , ,V,Old East Heritage Conservation District,LSP3383111,80.91161138,59.3305260452688
7985,Designated Heritage Property,558 Waterloo St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,285.73851756,181.787645106286
7986,Designated Heritage Property,553 Dufferin Ave,1917c, ,Tudor Revival,V,East Woodfield Heritage Conservation District,LSP317968,512.37854984,90.7910190465743
7987,Designated Heritage Property,519 Maitland St,1875,Mombourquette Prop.,Gothic Revival,IV And V,West Woodfield Heritage Conservation District,LSP313986,630.80835022,108.116177922623
7988,Designated Heritage Property,710 Dundas St,1928c,Park Theatre,Art Deco,IV, ,LSP3120161,1639.9917616,194.609566430446
7989,Designated Heritage Property,3 Prospect Ave,1881, ,Italianate,V,East Woodfield Heritage Conservation District,LSP317968,531.27937864,102.764468479634
7990,Designated Heritage Property,559 Waterloo St,1893c,Fendrich Property,Queen Anne,V,West Woodfield Heritage Conservation District,LSP3400254,356.41819648,77.2348487612378
7991,Designated Heritage Property,5 Prospect Ave,1883c, ,Side-hall Plan (shp) Cottage,V,East Woodfield Heritage Conservation District,LSP317968,442.77448448,97.9841132663365
7992,Designated Heritage Property,498 Dufferin Ave,1907c, ,Queen Anne,V,East Woodfield Heritage Conservation District,LSP317968,343.13656224,97.5064788904783
7993,Designated Heritage Property,570 Queens Ave,1948, ,Georgian Revival,V,East Woodfield Heritage Conservation District,LSP317968,1858.98514024,201.433812946855
7994,Designated Heritage Property,317 Wolfe St,1902, ,Queen Anne,IV And V,West Woodfield Heritage Conservation District,LSP3357211,369.48229296,78.9534808666302
7995,Designated Heritage Property,551 Waterloo St,1905c, ,Late Victorian,V,West Woodfield Heritage Conservation District,LSP3400254,1394.82365216,155.131933326952
7996,Designated Heritage Property,"43 Cartwright St, 423-425 Princess Ave",1877, ,Italianate,V,West Woodfield Heritage Conservation District,LSP3400254,854.959246295,117.063357203515
7997,Designated Heritage Property,555 Dufferin Ave,1900, ,Vernacular,V,East Woodfield Heritage Conservation District,LSP317968,549.431940275,100.625137255406
7998,Designated Heritage Property,657 Queens Ave, , , ,V,Old East Heritage Conservation District,LSP3383111,242.1680077,65.3712006331945
7999,Designated Heritage Property,436 Elizabeth St, , , ,V,Old East Heritage Conservation District,LSP3383111,512.40696448,97.6958154144767
8000,Designated Heritage Property,653 Queens Ave, , , ,V,Old East Heritage Conservation District,LSP3383111,644.94319528,136.199408666448
8001,Designated Heritage Property,655 Queens Ave, , , ,V,Old East Heritage Conservation District,LSP3383111,533.56040644,115.383683130803
8002,Designated Heritage Property,651 Queens Ave, , , ,V,Old East Heritage Conservation District,LSP3383111,263.5864829,86.8520859201219
8003,Designated Heritage Property,659 Queens Ave, , , ,V,Old East Heritage Conservation District,LSP3383111,341.0803589,74.6499486666724
8004,Designated Heritage Property,417 Princess Ave, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,339.18775674,83.2453444882722
8005,Designated Heritage Property,421 Princess Ave, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,315.95565759,81.7218897529328
8006,Designated Heritage Property,419 Princess Ave, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,371.73092304,85.3789110500685
8007,Designated Heritage Property,32 Cartwright St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,248.415642,70.4583616468252
8008,Designated Heritage Property,30 Cartwright St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,540.09709688,104.194963585001
8009,Designated Heritage Property,40 Cartwright St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,155.1284268,50.9667016103072
8010,Designated Heritage Property,512 Maitland St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,361.08953184,93.5728179597066
8011,Designated Heritage Property,508 Maitland St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,473.63619732,99.6195071204637
8012,Designated Heritage Property,364 Princess Ave, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,482.42355902,119.733397471977
8013,Designated Heritage Property,538 Waterloo St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,502.59020394,120.082002218843
8014,Designated Heritage Property,248-248/ Dundas St,1880, , ,V,Downtown Heritage Conservation District,LSP3419124,397.28397776,132.971061581126
8015,Designated Heritage Property,424 Wellington St,1902c,Wright Lithographing,Eclectic,V,Downtown Heritage Conservation District,LSP3419124,1877.36400712,216.665658128656
8016,Designated Heritage Property,153-161 Windermere Rd,1890c, ,Late Victorian,IV, ,LSP3449233,16629.2366528,743.906906688571
8017,Designated Heritage Property,496 Waterloo St,1893c,603990 Ont. Ltd.,Queen Anne,V,West Woodfield Heritage Conservation District,LSP3400254,639.35378096,101.141993846022
8018,Designated Heritage Property,566 Dundas St,1875c,Buchan House,Queen Anne,IV, ,LSP337849,1152.25095944,144.47700935221
8019,Listed Heritage Property,1057 Richmond St,1886, ,Vernacular, , , ,293.2199564,68.9626286688883
8020,Designated Heritage Property,238-238/ Dundas St,1895, ,Red Brick Commercial,V,Downtown Heritage Conservation District,LSP3419124,397.23749376,132.416134958368
8021,Designated Heritage Property,"275-285 Queens Ave, 440 Wellington St",1910c,Alexandra Apts, ,V,West Woodfield Heritage Conservation District,LSP3400254,2969.08670548,233.589737164391
8022,Designated Heritage Property,487 Dufferin Ave,1900c, ,Italianate,V,East Woodfield Heritage Conservation District,LSP317968,264.29055704,77.9097391954474
8023,Designated Heritage Property,479-479A William St,1911, ,Vernacular,V,East Woodfield Heritage Conservation District,LSP317968,631.46048562,121.0209232708
8024,Designated Heritage Property,297 Wolfe St,1898c,Gallo Property,Queen Anne,V,West Woodfield Heritage Conservation District,LSP3400254,606.89295134,110.302083456705
8025,Designated Heritage Property,33 Cartwright St,1874, ,Vernacular,V,West Woodfield Heritage Conservation District,LSP3400254,391.90606404,117.325992042586
8026,Listed Heritage Property,1035 Gainsborough Rd,1835c, ,Georgian, , , ,886.655528,119.830819958619
8027,Listed Heritage Property,195 Victoria St,1910,Clark Property,Arts And Crafts, , , ,541.78551122,109.357950724945
8028,Designated Heritage Property,305-325 Queens Ave,1939,Central Library,Art Deco,IV And V,West Woodfield Heritage Conservation District,LSP332444,6353.98194788,347.260815564692
8029,Designated Heritage Property,334 Queens Ave,1890c, ,Queen Anne,V,West Woodfield Heritage Conservation District,LSP3400254,217.16642752,65.8008491844015
8030,Listed Heritage Property,1033 Richmond St,1909c, ,Arts And Crafts, , , ,606.20796632,110.065276443031
8031,Designated Heritage Property,410 Dufferin Ave,1907c, ,Edwardian,V,West Woodfield Heritage Conservation District,LSP3400254,363.0390816,86.5313692716514
8032,Listed Heritage Property,199 Cheapside St,1885, ,Queen Anne Cottage, , , ,1142.5175855,140.328905167827
8033,Designated Heritage Property,333 Dufferin Ave,1878c,Nathaniel Reid Cottage,Ontario Cottage,V,West Woodfield Heritage Conservation District,LSP3400254,1085.07582208,138.314718561929
8034,Designated Heritage Property,258-260 Dundas St,1927,Former Loblaws, ,V,Downtown Heritage Conservation District,LSP3419124,761.10115758,129.260684643953
8035,Designated Heritage Property,518 Queens Ave,1874, ,Second Empire,V,East Woodfield Heritage Conservation District,LSP317968,2715.78181144,209.233322408812
8036,Listed Heritage Property,694-698 Dundas St,1900c, ,Italianate, , , ,866.80660576,126.840587170834
8037,Listed Heritage Property,429 Colborne St,1878, ,Gothic Revival, , , ,534.487548,154.615384896067
8038,Designated Heritage Property,514 Waterloo St,1893,Boniface Property,Romanesque Revival,V,West Woodfield Heritage Conservation District,LSP3400254,244.7221904,86.4307620122262
8039,Listed Heritage Property,120 Chantry Pl,1937,Hylands,Georgian Revival, , , ,11160.741441905,428.2051388825
8040,Designated Heritage Property,360-364 Queens Ave,1893c,360 Queens Ltd.,Queen Anne,V,West Woodfield Heritage Conservation District,LSP3400254,1181.45330686,149.899169025965
8041,Designated Heritage Property,322 Princess Ave,1905c,Rand Property,Vernacular,IV And V,West Woodfield Heritage Conservation District,LSP3354162,743.5572856,124.048207496794
8042,Listed Heritage Property,182 Cromwell St,1896, ,Vernacular, , , ,245.07620624,67.2922260341397
8043,Listed Heritage Property,194 Sherwood Ave,1930c, ,Arts And Crafts, , , ,470.66923488,95.1966441663271
8044,Designated Heritage Property,521 Dufferin Ave,1881, ,Italianate,V,East Woodfield Heritage Conservation District,LSP317968,571.46899506,104.463411998219
8045,Designated Heritage Property,353 Queens Ave,1885, ,Italianate,V,West Woodfield Heritage Conservation District,LSP3400254,567.69546826,131.959193142724
8046,Designated Heritage Property,349 Princess Ave,1885,Mercurex Property,Queen Anne,V,West Woodfield Heritage Conservation District,LSP3400254,178.3823684,66.4576444542244
8047,Designated Heritage Property,2096 Wonderland Rd N,1850c, ,Georgian Farmhouse,IV, ,LSP3477475,4043.63362464,254.358192348991
8048,Designated Heritage Property,534 Queens Ave,1878,Sisters Of St Joseph,Second Empire,V,East Woodfield Heritage Conservation District,LSP317968,2365.76840318,194.798841294283
8049,Listed Heritage Property,632 Dundas St,1882, ,Italianate, , , ,344.60189496,133.891446864167
8050,Designated Heritage Property,429 William St,1873, ,Gothic Revival,IV, ,LSP3227417,268.7610036,79.5818748560688
8051,Designated Heritage Property,385 Dufferin Ave,1907c, ,Queen Anne,V,West Woodfield Heritage Conservation District,LSP3400254,643.12577882,103.182004027101
8052,Designated Heritage Property,240 Dundas St,1915c, ,Arts And Crafts,V,Downtown Heritage Conservation District,LSP3419124,427.95799588,133.983116641521
8053,Listed Heritage Property,429 Adelaide St N,1860c, , , , , ,288.35409104,75.6523399588734
8054,Listed Heritage Property,10 Parkdale Cres,1940c, ,Art Moderne, , , ,491.363128475,92.5059948387079
8055,Designated Heritage Property,445 Colborne St,1881, ,Italianate,V,West Woodfield Heritage Conservation District,LSP3400254,551.20834006,94.3452210364901
8056,Designated Heritage Property,23 Peter St,1877c, ,Italianate,IV And V,East Woodfield Heritage Conservation District,LSP2848346,991.20427318,136.214235128116
8057,Listed Heritage Property,192 Sherwood Ave,1930, ,Tudor Revival, , , ,1162.6347752,164.498787821751
8058,Listed Heritage Property,1105 Richmond St,1908, , , , , ,756.87236912,111.887057855959
8059,Listed Heritage Property,666-668 Dundas St,1880c, ,Late Victorian, , , ,587.05272872,110.676952625069
